所在地 名称(敷地),所在地-1(敷地),棟 名称,階数 地上(棟),階数 地下(棟),用途区分(棟)名
（株）横山事務器倉庫,静岡市駿河区西脇５９７番地の,（株）横山事務器倉庫,2,0,倉庫
瀧田倉庫,静岡市駿河区西脇５９８番地,瀧田倉庫,1,0,倉庫
株式会社静興タイル商会,静岡市駿河区西脇５９９番地の２,株式会社静興タイル商会,2,0,倉庫
株式会社　しずてつソーサレア,静岡市駿河区西脇５９番地,しずてつソーサレア,2,0,事務所
新静運輸株式会社保管センター西脇第二保管,静岡市駿河区西脇６０６番地,新静運輸株式会社保管センター西脇第二保管,2,0,倉庫
株式会社　静環検査センター　環境事業部,静岡市駿河区西脇６１０番地の３,株式会社　静環検査センター　環境事業部,3,0,事務所
株式会社山下商会,静岡市駿河区西脇６１４番地の１,株式会社　山下商会,2,0,事務所
駿河工業株式会社　倉庫,静岡市駿河区西脇６２１番地の１,駿河工業株式会社　倉庫,2,0,倉庫
ヤンマーエネルギーシステム株式会社,静岡市駿河区西脇６２番地の１,ヤンマーエネルギーシステム株式会社,2,0,事務所
株式会社キクテック 静岡支店,静岡市駿河区西脇６３４番地の１,株式会社キクテック 静岡支店（事務所）,2,0,事務所
株式会社キクテック 静岡支店,静岡市駿河区西脇６３４番地の１,株式会社キクテック静岡支店（倉庫）,2,0,倉庫
社会福祉法人後人社若草保育園,静岡市駿河区西脇６３６番地,社会福祉法人　後人社　若草保育園,2,0,保育所
アリストジャパン株式会社　静岡支店,静岡市駿河区西脇６３８番地の３,アリストジャパン株式会社静岡支店,2,0,倉庫
ソリック自動ドア販売株式会社,静岡市駿河区西脇６３番地の１,ソリック自動ドア販売株式会社,1,0,作業場
ますきん酒店,静岡市駿河区西脇６４０番地,ますきん酒店,2,0,倉庫
エストシャルマン西脇,静岡市駿河区西脇６４３番地の２,エストシャルマン西脇,1,0,共同住宅
日本高圧工業所,静岡市駿河区西脇６５２番地の１,日本高圧工業所,1,0,工場
有限会社　信成金属,静岡市駿河区西脇６５５番地の１,有限会社　信成金属,1,0,作業場
駿河工業　株式会社,静岡市駿河区西脇６５７番地の１,駿河工業　株式会社,2,0,倉庫
駿河工業株式会社　　西脇寮,静岡市駿河区西脇６５８番地の１,駿河工業株式会社　西脇寮,3,0,(５)項ロ  その他
駿河工業株式会社,静岡市駿河区西脇６６１番地の１,倉庫・事務所棟,3,0,非特定複合用途
駿河工業株式会社,静岡市駿河区西脇６６１番地の１,資材倉庫棟,4,0,倉庫
有限会社オートバージョン,静岡市駿河区西脇６６８番地の１,有限会社オートバージョン,1,0,作業場
株式会社　石川総研,静岡市駿河区西脇６６９番地の１,株式会社　石川総研,2,0,作業場
新光化成有限会社第２工場,静岡市駿河区西脇６７２番地の１,新光化成有限会社第２工場,4,0,工場
新光化成有限会社第２工場,静岡市駿河区西脇６７２番地の１,新光化成有限会社第２工場,2,0,工場
コーポラスＧⅡ,静岡市駿河区西脇６７５番地の１,コーポラスＧⅡ,3,0,共同住宅
有限会社静岡岡﨑鐵工所,静岡市駿河区西脇６８２番地,有限会社静岡岡﨑鐵工所,1,0,駐車場
有限会社静岡岡﨑鐵工所,静岡市駿河区西脇６８２番地,有限会社静岡岡崎鉄工所（休憩室）,2,0,(１３)項イ  その他
スカイプラザおか,静岡市駿河区西脇６８２番地,スカイプラザおか,10,0,特定複合用途
スカイプラザおか,静岡市駿河区西脇６８２番地,スカイプラザおか（なつめ歯科）,1,0,診療所
スカイプラザおか,静岡市駿河区西脇６８２番地,スカイプラザおか（すぎやま接骨院）,1,0,(１５)項  その他
スカイプラザおか,静岡市駿河区西脇６８２番地,スカイプラザおか（ふれあガーデン西脇店）,1,0,物品販売店舗
スカイプラザおか,静岡市駿河区西脇６８２番地,スカイプラザおか(HIAR WORK totto）,1,0,(１５)項  その他
株式会社　梅原,静岡市駿河区西脇６８４番地の１,株式会社　梅原,3,0,非特定複合用途
株式会社三創西脇工場,静岡市駿河区西脇６８７番地の１,株式会社三創　西脇工場,1,0,工場
有限会社　アイエスコーポレーション,静岡市駿河区西脇６８８番地,有限会社　アイエスコーポレーション,2,0,工場
中部パーツ販売株式会社　静岡営業所,静岡市駿河区西脇６８９番地,中部パーツ販売株式会社　静岡営業所,2,0,倉庫
株式会社高岡屋,静岡市駿河区西脇６９０番地の１,株式会社高岡屋,2,0,工場
株式会社　高岡屋,静岡市駿河区西脇６９８番地,株式会社高岡屋,2,0,工場
石塚株式会社静岡営業所,静岡市駿河区西脇６９９－１,石塚株式会社静岡営業所,1,0,倉庫
有限会社　谷口工芸,静岡市駿河区西脇６９番地の２,有限会社　谷口工芸,2,0,作業場
ローソン静岡西脇店,静岡市駿河区西脇６番地の３,ローソン静岡西脇店,1,0,物品販売店舗
紳士服はるやま静岡西脇店,静岡市駿河区西脇６番地の４,紳士服はるやま静岡西脇店,2,0,物品販売店舗
株式会社いしかわ包装資材,静岡市駿河区西脇７００番地の１,株式会社いしかわ包装資材,2,0,作業場
株式会社いしかわ包装資材,静岡市駿河区西脇７００番地の１,株式会社いしかわ包装資材,3,0,倉庫
カジャ,静岡市駿河区西脇７０３番地の５,カジャ,2,0,共同住宅
株式会社　いしかわ包装資材（事務所棟）,静岡市駿河区西脇７０４番地の１,株式会社　いしかわ包装資材（事務所棟）,2,0,事務所
まつば工芸,静岡市駿河区西脇７０７番地の１,まつば工芸,2,0,作業場
パーソンズ西脇,静岡市駿河区西脇７１６番地の１,パーソンズ西脇,2,0,共同住宅
梅原テクニカルサービス・あおいテクニカル,静岡市駿河区西脇７２０番地の１,梅原テクニカルサービス,2,0,作業場
梅原テクニカルサービス・あおいテクニカル,静岡市駿河区西脇７２０番地の１,あおいテクニカル,2,0,作業場
有限会社丸孝塗装倉庫,静岡市駿河区西脇７２１番地の２,有限会社丸孝塗装倉庫,2,0,倉庫
松下創芸,静岡市駿河区西脇７２４番地の１,松下創芸,2,0,作業場
静岡特殊紙工有限会社,静岡市駿河区西脇７２７番地の２,静岡特殊紙工有限会社,2,0,工場
御菓子処　芋八本舗　五十鈴,静岡市駿河区西脇７２８番地の３,御菓子処　芋八本舗　五十鈴,2,0,作業場
リーフ,静岡市駿河区西脇７２番地の１,リーフ,2,0,工場
医療法人社団浩生会　福田医院,静岡市駿河区西脇７４６番地の１,医療法人社団浩生会　福田医院,2,0,病院
株式会社　かわにし　西脇店,静岡市駿河区西脇７４９番地,株式会社　かわにし　西脇店,1,0,物品販売店舗
ほっともっと　静岡西脇店,静岡市駿河区西脇７５３番地の１,ほっともっと　静岡西脇店,2,0,
西脇倉庫,静岡市駿河区西脇７５６番地,西脇倉庫,2,0,作業場
株式会社アフター工房,静岡市駿河区西脇７６０番地の２,株式会社アフター工房,1,0,作業場
象印マホービン株式会社静岡営業所,静岡市駿河区西脇７６２番地,象印マホービン株式会社静岡営業所,2,0,倉庫
メルベーユ大浜,静岡市駿河区西脇７６６番地の１,メルベーユ大浜,3,0,共同住宅
カメヤマ電器株式会社,静岡市駿河区西脇７６８番地の４,カメヤマ電器株式会社,2,0,物品販売店舗
梅原第一ビル,静岡市駿河区西脇７７４番地の１,梅原第一ビル,3,0,事務所
株式会社岩倉種苗店,静岡市駿河区西脇７７５番地の１,株式会社岩倉種苗店,2,0,倉庫
アークＵ,静岡市駿河区西脇７７８番地の１,ア－クＵ,3,0,共同住宅
アム－ルハイム,静岡市駿河区西脇７８９番地の１,アム－ルハイム,4,0,共同住宅
コンフォールＵ,静岡市駿河区西脇７９１番地の１,コンフォールＵ,4,0,共同住宅
グレンズＫ,静岡市駿河区西脇７９５番地の１,グレンズＫ,2,0,共同住宅
グレンズＭ,静岡市駿河区西脇７９６番地の１,グレンズＭ,2,0,共同住宅
オフィス　セフィア,静岡市駿河区西脇７番地の５,オフィス　セフィア,3,0,(１５)項  その他
橋本金具製作所,静岡市駿河区西脇８００番地の１,橋本金具製作所,2,0,作業場
メゾン千尋,静岡市駿河区西脇８０９番地の１,メゾン千尋,2,0,共同住宅
ハイツトータス,静岡市駿河区西脇８１２番地の３,ハイツトータス,2,0,共同住宅
中部電力株式会社　　西脇変電所,静岡市駿河区西脇８１７番地の１,中部電力株式会社　　西脇変電所,1,0,(１５)項  その他
プラム幸・プラム幸Ⅱ,静岡市駿河区西脇８２２番地の１,プラム幸Ａ,2,0,共同住宅
プラム幸・プラム幸Ⅱ,静岡市駿河区西脇８２２番地の１,プラム幸Ｂ,2,0,共同住宅
プラム幸・プラム幸Ⅱ,静岡市駿河区西脇８２２番地の１,プラム幸ⅡＡ,2,0,共同住宅
プラム幸・プラム幸Ⅱ,静岡市駿河区西脇８２２番地の１,プラム幸２Ｂ,2,0,共同住宅
コーポラス西脇,静岡市駿河区西脇８４４番地の１,コーポラス西脇,3,0,共同住宅
ウエストサイドビレッジＡ棟・Ｂ棟,静岡市駿河区西脇８４８番地の１,ウェストサイドビレッジＡ棟,2,0,共同住宅
ウエストサイドビレッジＡ棟・Ｂ棟,静岡市駿河区西脇８４８番地の１,ウェストサイドビレッジＢ棟,2,0,共同住宅
ケースの現太,静岡市駿河区西脇８６５番地,ケースの現太,1,0,工場
サウスアゼリア,静岡市駿河区西脇８６番地の１,サウスアゼリア,2,0,共同住宅
リベルタ芝,静岡市駿河区西脇８９５番地の１,リベルタ芝,3,0,共同住宅
リベルタ芝,静岡市駿河区西脇８９５番地の１,リベルタ芝,1,0,共同住宅
第３西脇ハイツ,静岡市駿河区西脇８９６番地,第３西脇ハイツ,3,0,共同住宅
型抜や,静岡市駿河区西脇８９８番地,型抜や,1,0,(１２)項イ  その他
ラッセル,静岡市駿河区西脇８９８番地の１,ラッセル,1,0,倉庫
新静運輸株式会社　西脇営業所,静岡市駿河区西脇９０１番地の３,新静運輸株式会社　西脇営業所,1,0,事務所
大森機械工業株式会社静岡営業所倉庫,静岡市駿河区西脇９０３番地の３,大森機械工業株式会社静岡営業所倉庫,2,0,倉庫
コーポラス萩原,静岡市駿河区西脇９０７番地の６,コーポラス萩原（全体）,3,0,非特定複合用途
（株）東京スタデオ静岡営業所,静岡市駿河区西脇９１３,（株）東京スタデオ静岡営業所,2,0,工場
（株）東京スタデオ静岡営業所,静岡市駿河区西脇９１３,（有）フカザワ食品西脇工場,1,0,工場
株式会社フカザワ食品・株式会社東京スタデ,静岡市駿河区西脇９１３番地・９１４番地,株式会社フカザワ食品・株式会社東京スタデ,2,0,非特定複合用途
株式会社フカザワ食品・株式会社東京スタデ,静岡市駿河区西脇９１３番地・９１４番地,株式会社フカザワ食品,3,0,作業場
株式会社フカザワ食品・株式会社東京スタデ,静岡市駿河区西脇９１３番地・９１４番地,株式会社フカザワ食品,1,0,作業場
モデルナ・カ－サ西脇,静岡市駿河区西脇９１番地の１,モデルナ・カ－サ西脇,4,0,共同住宅
ハギニシキ本店,静岡市駿河区西脇９２３番地,ハギニシキ本店,2,0,特定複合用途
静清信用金庫西脇支店,静岡市駿河区西脇９２９番地の１,静清信用金庫西脇支店,2,0,銀行・証券会社等
マイティー自動車,静岡市駿河区西脇９３８番地の１,マイティー自動車,1,0,工場
大阪印刷インキ中部販売株式会社静岡支店,静岡市駿河区西脇９３９番地,大阪印刷インキ中部販売株式会社静岡支店,1,0,倉庫
グランドスクエア,静岡市駿河区西脇９４８番地の１,グランドスクエア,5,0,共同住宅
